Designator,Mid X,Mid Y,Rotation,Layer
R53_3,106.937,-114.443,270.0,top
R53_2,106.937,-139.814,270.0,top
R53,106.937,-89.072,270.0,top
R54_4,106.012,-114.443,270.0,top
R54_3,106.012,-63.701,270.0,top
R54_2,106.012,-139.814,270.0,top
R54,106.012,-89.072,270.0,top
R55_7,127.698,-142.8711,90.0,top
R55_6,127.698,-55.4985,90.0,top
R55_5,127.698,-113.7469,90.0,top
R55_4,127.698,-70.0606,90.0,top
R55_3,127.698,-99.1848,90.0,top
R55_2,127.698,-84.6227,90.0,top
R55,127.698,-128.309,90.0,top
R59_4,147.612503,-135.336103,0.0,top
R59_3,147.612503,-108.565722,0.0,top
R59_2,147.612503,-81.812722,0.0,top
R59,147.612503,-55.059722,0.0,top
R60_4,148.104503,-139.122781,270.0,top
R60_3,148.104503,-112.3524,270.0,top
R60_2,148.104503,-85.5994,270.0,top
R60,148.104503,-58.8464,270.0,top
R61_4,142.980581,-132.741103,180.0,bottom
R61_3,142.980581,-105.970722,180.0,bottom
R61_2,142.980581,-79.217722,180.0,bottom
R61,142.980581,-52.464722,180.0,bottom
R62_4,142.980581,-133.671103,180.0,bottom
R62_3,142.980581,-106.900722,180.0,bottom
R62_2,142.980581,-80.147722,180.0,bottom
R62,142.980581,-53.394722,180.0,bottom
R63_4,138.850581,-135.336103,0.0,top
R63_3,138.850581,-108.565722,0.0,top
R63_2,138.850581,-81.812722,0.0,top
R63,138.850581,-55.059722,0.0,top
R8_7,120.673,-106.5469,270.0,top
R8_6,120.673,-91.9848,270.0,top
R8_5,120.673,-62.8606,270.0,top
R8_4,120.673,-135.6711,270.0,top
R8_3,120.673,-77.4227,270.0,top
R8_2,120.673,-121.109,270.0,top
R8,120.673,-48.2985,270.0,top
R9_7,119.848,-62.8606,270.0,top
R9_6,119.848,-48.2985,270.0,top
R9_5,119.848,-91.9848,270.0,top
R9_4,119.848,-77.4227,270.0,top
R9_3,119.848,-106.5469,270.0,top
R9_2,119.848,-135.6711,270.0,top
R9,119.848,-121.109,270.0,top
U1_7,117.798,-69.0856,0.0,top
U1_6,117.798,-83.6477,0.0,top
U1_5,117.798,-54.5235,0.0,top
U1_4,117.798,-112.7719,0.0,top
U1_3,117.798,-141.8961,0.0,top
U1_2,117.798,-98.2098,0.0,top
U1,117.798,-127.334,0.0,top
U17_4,97.803,-140.33,180.0,top
U17_3,97.803,-114.959,180.0,top
U17_2,97.803,-64.217,180.0,top
U17,97.803,-89.588,180.0,top
U18_7,161.329162,-65.850833,90.0,top
U18_6,161.329162,-95.580833,90.0,top
U18_5,161.329162,-50.985833,90.0,top
U18_4,161.329162,-125.310833,90.0,top
U18_3,161.329162,-140.174833,90.0,top
U18_2,161.329162,-80.715833,90.0,top
U18,161.329162,-110.445833,90.0,top
U19_7,167.979162,-50.985833,90.0,top
U19_6,167.979162,-125.310833,90.0,top
U19_5,167.979162,-110.445833,90.0,top
U19_4,167.979162,-65.850833,90.0,top
U19_3,167.979162,-95.580833,90.0,top
U19_2,167.979162,-140.174833,90.0,top
U19,167.979162,-80.715833,90.0,top
U2_7,122.098,-138.1711,0.0,top
U2_6,122.098,-123.609,0.0,top
U2_5,122.098,-94.4848,0.0,top
U2_4,122.098,-79.9227,0.0,top
U2_3,122.098,-50.7985,0.0,top
U2_2,122.098,-109.0469,0.0,top
U2,122.098,-65.3606,0.0,top
U20_4,105.619,-66.199,270.0,top
U20_3,105.619,-142.312,270.0,top
U20_2,105.619,-116.941,270.0,top
U20,105.619,-91.57,270.0,top
U21_4,102.211669,-90.732,180.0,top
U21_3,102.211669,-141.474,180.0,top
U21_2,102.211669,-116.103,180.0,top
U21,102.211669,-65.361,180.0,top
U22_4,103.944,-139.814,270.0,top
U22_3,103.944,-114.443,270.0,top
U22_2,103.944,-63.701,270.0,top
